filename,plate.pos,arb.sort,sampID,sample.type,timepoint,date,time,extractplate,rnaprepplate,Unmapped,Multimapping,No Feature,Ambiguous Unstranded,Ambiguous Forward,plate_row,plate_col,Total Reads,Unmapped Over Mapped
B2449500127_n01_LICRNA04_G12,G12,95,LIC643,plant,c2_t06,3/2/24,16:00,LICCIRC_03,LICRNA_04,3911417.0,679771.0,548059.0,571417.0,87280.0,G,12,6883938.0,0.5681946874013101
B2449500127_n01_LICRNA04_H12,H12,96,LIC644,plant,c2_t06,3/2/24,16:00,LICCIRC_03,LICRNA_04,1618361.0,337290.0,220151.0,203205.0,30147.0,H,12,2356757.0,0.6866898029792634
,A01,1,LIC673,plant,c2_t07,3/2/24,20:00,LICCIRC_04,LICRNA_05
,B01,2,LIC674,plant,c2_t07,3/2/24,20:00,LICCIRC_04,LICRNA_05
,C01,3,LIC675,plant,c2_t07,3/2/24,20:00,LICCIRC_04,LICRNA_05
,D01,4,LIC676,plant,c2_t07,3/2/24,20:00,LICCIRC_04,LICRNA_05
,E01,5,LIC677,plant,c2_t07,3/2/24,20:00,LICCIRC_04,LICRNA_05
,F01,6,LIC678,plant,c2_t07,3/2/24,20:00,LICCIRC_04,LICRNA_05
,G01,7,LIC679,plant,c2_t07,3/2/24,20:00,LICCIRC_04,LICRNA_05
,H01,8,LIC680,plant,c2_t07,3/2/24,20:00,LICCIRC_04,LICRNA_05
,A02,9,LIC685,plant,c2_t08,3/3/24,0:00,LICCIRC_04,LICRNA_05
,B02,10,LIC686,plant,c2_t08,3/3/24,0:00,LICCIRC_04,LICRNA_05
,C02,11,LIC687,plant,c2_t08,3/3/24,0:00,LICCIRC_04,LICRNA_05
,D02,12,LIC688,plant,c2_t08,3/3/24,0:00,LICCIRC_04,LICRNA_05
,E02,13,LIC689,plant,c2_t08,3/3/24,0:00,LICCIRC_04,LICRNA_05
,F02,14,LIC690,plant,c2_t08,3/3/24,0:00,LICCIRC_04,LICRNA_05
,G02,15,LIC691,plant,c2_t08,3/3/24,0:00,LICCIRC_04,LICRNA_05
,H02,16,LIC692,plant,c2_t08,3/3/24,0:00,LICCIRC_04,LICRNA_05
,A03,17,LIC697,plant,c2_t09,3/3/24,4:00,LICCIRC_04,LICRNA_05
,B03,18,LIC698,plant,c2_t09,3/3/24,4:00,LICCIRC_04,LICRNA_05
,C03,19,LIC699,plant,c2_t09,3/3/24,4:00,LICCIRC_04,LICRNA_05
,D03,20,LIC700,plant,c2_t09,3/3/24,4:00,LICCIRC_04,LICRNA_05
,E03,21,LIC701,plant,c2_t09,3/3/24,4:00,LICCIRC_04,LICRNA_05
,F03,22,LIC702,plant,c2_t09,3/3/24,4:00,LICCIRC_04,LICRNA_05
,G03,23,LIC703,plant,c2_t09,3/3/24,4:00,LICCIRC_04,LICRNA_05
,H03,24,LIC704,plant,c2_t09,3/3/24,4:00,LICCIRC_04,LICRNA_05
,A04,25,LIC709,plant,c2_t10,3/3/24,8:00,LICCIRC_04,LICRNA_05
,B04,26,LIC710,plant,c2_t10,3/3/24,8:00,LICCIRC_04,LICRNA_05
,C04,27,LIC711,plant,c2_t10,3/3/24,8:00,LICCIRC_04,LICRNA_05
,D04,28,LIC712,plant,c2_t10,3/3/24,8:00,LICCIRC_04,LICRNA_05
,E04,29,LIC713,plant,c2_t10,3/3/24,8:00,LICCIRC_04,LICRNA_05
,F04,30,LIC714,plant,c2_t10,3/3/24,8:00,LICCIRC_04,LICRNA_05
,G04,31,LIC715,plant,c2_t10,3/3/24,8:00,LICCIRC_04,LICRNA_05
,H04,32,LIC716,plant,c2_t10,3/3/24,8:00,LICCIRC_04,LICRNA_05
,A05,33,LIC721,plant,c2_t11,3/3/24,12:00,LICCIRC_04,LICRNA_05
,B05,34,LIC722,plant,c2_t11,3/3/24,12:00,LICCIRC_04,LICRNA_05
,C05,35,LIC723,plant,c2_t11,3/3/24,12:00,LICCIRC_04,LICRNA_05
,D05,36,LIC724,plant,c2_t11,3/3/24,12:00,LICCIRC_04,LICRNA_05
,E05,37,LIC725,plant,c2_t11,3/3/24,12:00,LICCIRC_04,LICRNA_05
,F05,38,LIC726,plant,c2_t11,3/3/24,12:00,LICCIRC_04,LICRNA_05
,G05,39,LIC727,plant,c2_t11,3/3/24,12:00,LICCIRC_04,LICRNA_05
,H05,40,LIC728,plant,c2_t11,3/3/24,12:00,LICCIRC_04,LICRNA_05
,A06,41,LIC733,plant,c2_t12,3/3/24,16:00,LICCIRC_04,LICRNA_05
,B06,42,LIC734,plant,c2_t12,3/3/24,16:00,LICCIRC_04,LICRNA_05
,C06,43,LIC735,plant,c2_t12,3/3/24,16:00,LICCIRC_04,LICRNA_05
,D06,44,LIC736,plant,c2_t12,3/3/24,16:00,LICCIRC_04,LICRNA_05
,E06,45,LIC737,plant,c2_t12,3/3/24,16:00,LICCIRC_04,LICRNA_05
,F06,46,LIC738,plant,c2_t12,3/3/24,16:00,LICCIRC_04,LICRNA_05
,G06,47,LIC739,plant,c2_t12,3/3/24,16:00,LICCIRC_04,LICRNA_05
,H06,48,LIC740,plant,c2_t12,3/3/24,16:00,LICCIRC_04,LICRNA_05
,A07,49,LIC745,plant,c2_t13,3/3/24,20:00,LICCIRC_04,LICRNA_05
,B07,50,LIC746,plant,c2_t13,3/3/24,20:00,LICCIRC_04,LICRNA_05
,C07,51,LIC747,plant,c2_t13,3/3/24,20:00,LICCIRC_04,LICRNA_05
,D07,52,LIC748,plant,c2_t13,3/3/24,20:00,LICCIRC_04,LICRNA_05
,E07,53,LIC749,plant,c2_t13,3/3/24,20:00,LICCIRC_04,LICRNA_05
,F07,54,LIC750,plant,c2_t13,3/3/24,20:00,LICCIRC_04,LICRNA_05
,G07,55,LIC751,plant,c2_t13,3/3/24,20:00,LICCIRC_04,LICRNA_05
,H07,56,LIC752,plant,c2_t13,3/3/24,20:00,LICCIRC_04,LICRNA_05
